Brand,Category,Color,Size,Material,Price,Bought_Date,Original_Price,Usage_Level
Nike,T-shirt,Blue,XS,Nylon,28,2022-11-12 06:24:21.031382,33.23,3
Adidas,Jeans,Yellow,S,Cotton,102,2025-07-03 06:24:21.031382,123.8,0
Under Armour,Jacket,Blue,XL,Denim,53,2023-08-18 06:24:21.031382,63.77,2
New Balance,Jeans,Yellow,XS,Silk,93,2025-04-29 06:24:21.031382,112.17,5
Under Armour,T-shirt,White,XXL,Cotton,187,2025-07-08 06:24:21.031382,219.91,0
Under Armour,Jeans,Yellow,L,Wool,51,2023-04-17 06:24:21.031382,70.99,3
Adidas,Jacket,Black,XS,Denim,103,2022-12-03 06:24:21.031382,138.99,1
New Balance,Sweater,Green,L,Polyester,184,2023-10-27 06:24:21.031382,218.52,2
Under Armour,T-shirt,Blue,XL,Nylon,159,2024-11-09 06:24:21.031382,185.63,2
Under Armour,Sweater,Green,XL,Nylon,99,2021-05-03 06:24:21.031382,127.46,5
Reebok,Sweater,White,XL,Denim,83,2023-06-25 06:24:21.031382,111.89,3
Nike,Sweater,Black,XL,Polyester,38,2021-10-03 06:24:21.031382,47.17,1
New Balance,Jacket,Red,L,Denim,115,2020-09-10 06:24:21.031382,127.95,1
Puma,Shoes,Yellow,S,Nylon,196,2021-07-19 06:24:21.031382,251.26,3
Puma,Dress,Blue,L,Nylon,138,2021-10-22 06:24:21.031382,181.76,1
New Balance,Sweater,Red,L,Denim,73,2022-12-24 06:24:21.031382,108.09,4
Adidas,Dress,Red,XS,Wool,26,2021-09-22 06:24:21.031382,30.99,2
New Balance,T-shirt,Blue,XS,Denim,116,2024-07-26 06:24:21.031382,152.02,3
New Balance,Jeans,White,L,Silk,174,2023-08-28 06:24:21.031382,220.14,2
Puma,Sweater,Red,M,Denim,104,2022-01-04 06:24:21.031382,122.21,3
Nike,Shoes,White,S,Nylon,34,2021-04-17 06:24:21.031382,46.77,0
Puma,Dress,White,XL,Wool,126,2023-07-25 06:24:21.031382,169.96,0
Nike,T-shirt,Yellow,XL,Denim,61,2022-02-04 06:24:21.031382,72.53,1
Nike,Jacket,White,XL,Nylon,146,2021-08-11 06:24:21.031382,210.57,3
Reebok,Shoes,White,XS,Denim,194,2022-10-11 06:24:21.031382,261.43,5
Puma,Shoes,Yellow,XS,Silk,101,2022-12-17 06:24:21.031382,138.34,0
Under Armour,T-shirt,White,S,Wool,103,2021-09-17 06:24:21.031382,137.34,2
New Balance,Jacket,Yellow,XXL,Nylon,133,2024-12-05 06:24:21.031382,159.4,1
Adidas,Jeans,Black,S,Wool,97,2023-05-20 06:24:21.031382,118.47,5
Under Armour,Jeans,Red,L,Denim,170,2024-06-15 06:24:21.031382,249.78,5
Puma,Shoes,Yellow,XS,Denim,157,2020-12-27 06:24:21.031382,206.22,3
Puma,Dress,Black,XL,Polyester,82,2020-12-18 06:24:21.031382,107.94,5
Under Armour,Jacket,Yellow,L,Nylon,97,2020-09-15 06:24:21.031382,137.0,3
Reebok,Jacket,Yellow,M,Cotton,23,2024-06-02 06:24:21.031382,27.69,1
Puma,Shoes,Blue,M,Silk,68,2022-10-03 06:24:21.031382,80.21,5
Reebok,Jeans,Yellow,XXL,Denim,91,2024-05-30 06:24:21.031382,122.81,4
New Balance,Shoes,Yellow,S,Nylon,130,2021-10-19 06:24:21.031382,188.9,3
New Balance,Shoes,Yellow,XS,Denim,126,2023-07-19 06:24:21.031382,168.05,2
Adidas,T-shirt,Yellow,XS,Nylon,193,2023-12-06 06:24:21.031382,249.9,3
Puma,T-shirt,Yellow,M,Cotton,74,2023-08-20 06:24:21.031382,104.69,4
Under Armour,Dress,Green,S,Wool,174,2021-12-14 06:24:21.031382,227.82,2
Reebok,Jeans,Green,S,Silk,35,2021-07-22 06:24:21.031382,39.04,4
Adidas,Jeans,Black,XS,Cotton,42,2024-02-20 06:24:21.031382,48.02,2
Nike,Sweater,White,XXL,Silk,180,2024-01-08 06:24:21.031382,235.02,5
Adidas,Shoes,Black,XS,Nylon,24,2023-03-17 06:24:21.031382,28.51,4
Reebok,Dress,Black,M,Silk,38,2024-09-04 06:24:21.031382,44.76,1
Puma,Jeans,Green,XXL,Wool,30,2021-10-20 06:24:21.031382,38.31,4
Puma,Sweater,White,XL,Polyester,78,2023-03-22 06:24:21.031382,91.12,1
Nike,Jacket,Black,S,Silk,32,2020-08-12 06:24:21.031382,40.83,4
Reebok,Shoes,Blue,XS,Polyester,132,2024-10-15 06:24:21.031382,152.6,2
Puma,Sweater,Red,XXL,Wool,93,2022-11-07 06:24:21.031382,120.4,2
Puma,Jeans,Blue,XXL,Cotton,145,2021-08-12 06:24:21.031382,176.97,5
Reebok,T-shirt,Red,S,Denim,71,2023-12-30 06:24:21.031382,94.73,5
Adidas,Dress,White,XXL,Silk,151,2020-12-08 06:24:21.031382,201.84,0
New Balance,Jacket,Red,XL,Silk,15,2024-07-15 06:24:21.031382,18.08,0
Under Armour,Shoes,Yellow,M,Silk,10,2023-10-24 06:24:21.031382,11.39,3
Adidas,T-shirt,Black,XL,Silk,146,2020-10-21 06:24:21.031382,176.6,4
Reebok,Dress,Red,M,Polyester,191,2022-03-23 06:24:21.031382,279.79,0
New Balance,Jacket,Yellow,S,Wool,149,2024-03-20 06:24:21.031382,179.73,4
Adidas,Jacket,Blue,L,Polyester,14,2022-08-07 06:24:21.031382,19.87,3
Puma,Shoes,Yellow,S,Nylon,177,2022-02-19 06:24:21.031382,230.18,1
New Balance,Shoes,Red,L,Nylon,102,2020-08-10 06:24:21.031382,116.96,3
New Balance,Jeans,Yellow,XXL,Cotton,183,2021-03-11 06:24:21.031382,202.85,3
Reebok,Sweater,Yellow,S,Cotton,36,2020-08-09 06:24:21.031382,40.74,2
Puma,Shoes,Blue,XXL,Silk,84,2023-05-20 06:24:21.031382,102.91,2
Puma,T-shirt,Blue,XL,Nylon,62,2024-08-02 06:24:21.031382,89.07,0
Puma,Shoes,White,M,Polyester,187,2024-04-10 06:24:21.031382,234.54,5
New Balance,Sweater,Red,S,Wool,61,2023-05-08 06:24:21.031382,85.36,5
Adidas,Jeans,White,XXL,Nylon,115,2022-06-29 06:24:21.031382,128.4,4
Under Armour,Jeans,White,XS,Nylon,28,2023-07-08 06:24:21.031382,32.94,2
Nike,T-shirt,Yellow,M,Polyester,127,2021-01-19 06:24:21.031382,174.03,0
Under Armour,Jacket,Green,XL,Nylon,44,2022-12-18 06:24:21.031382,57.0,5
Nike,Dress,Yellow,S,Denim,61,2020-11-24 06:24:21.031382,90.99,0
Reebok,Jacket,Red,XXL,Polyester,168,2025-05-21 06:24:21.031382,241.95,4
Under Armour,Sweater,Green,M,Denim,191,2023-08-30 06:24:21.031382,278.87,3
New Balance,Shoes,White,XS,Polyester,68,2024-04-20 06:24:21.031382,75.8,2
Nike,T-shirt,Yellow,M,Polyester,181,2024-08-26 06:24:21.031382,213.44,2
Puma,Jeans,Blue,S,Polyester,65,2021-02-12 06:24:21.031382,90.72,1
Reebok,Shoes,Red,XS,Nylon,28,2023-03-17 06:24:21.031382,31.98,4
Under Armour,Jacket,Yellow,S,Nylon,183,2024-09-02 06:24:21.031382,222.52,2
Adidas,T-shirt,Blue,L,Wool,97,2023-07-24 06:24:21.031382,126.02,1
Reebok,Dress,Red,M,Cotton,80,2025-01-22 06:24:21.031382,113.02,4
Puma,Shoes,Green,XXL,Denim,63,2023-11-15 06:24:21.031382,88.92,5
Puma,Jeans,Green,XS,Wool,58,2024-07-09 06:24:21.031382,85.29,0
New Balance,Jacket,Red,S,Denim,104,2022-12-17 06:24:21.031382,119.91,5
Puma,Jeans,White,L,Polyester,69,2022-01-01 06:24:21.031382,102.48,3
Nike,Sweater,Blue,S,Silk,90,2025-05-08 06:24:21.031382,131.63,2
Under Armour,Dress,Green,S,Wool,164,2023-05-26 06:24:21.031382,212.03,5
Reebok,Shoes,White,M,Silk,134,2024-02-16 06:24:21.031382,164.27,3
Under Armour,Dress,Red,M,Silk,173,2021-03-19 06:24:21.031382,201.97,2
New Balance,Dress,Yellow,L,Denim,68,2021-01-26 06:24:21.031382,76.43,0
Under Armour,Sweater,Red,XXL,Denim,187,2022-06-29 06:24:21.031382,262.43,1
Nike,Jacket,Red,M,Nylon,116,2023-12-06 06:24:21.031382,170.88,3
Nike,Shoes,Red,XS,Polyester,54,2021-12-02 06:24:21.031382,61.16,4
Puma,Jacket,Blue,XXL,Cotton,23,2020-07-31 06:24:21.031382,27.89,2
Under Armour,Jacket,Black,L,Denim,131,2023-10-13 06:24:21.031382,144.75,5
New Balance,Jacket,White,M,Cotton,80,2022-11-03 06:24:21.031382,89.72,5
Nike,Jacket,Yellow,XXL,Cotton,48,2023-09-15 06:24:21.031382,52.97,0
New Balance,T-shirt,Blue,XL,Cotton,177,2024-05-24 06:24:21.031382,220.7,2
Puma,Sweater,Red,XS,Cotton,146,2023-03-21 06:24:21.031382,204.19,3
Reebok,Dress,Yellow,S,Silk,23,2023-01-08 06:24:21.031382,28.14,0
Nike,Jacket,Blue,XS,Silk,145,2021-06-28 06:24:21.031382,194.87,1
Nike,Jacket,Green,XS,Silk,32,2023-02-20 06:24:21.031382,44.04,3
Reebok,Dress,Yellow,XXL,Polyester,89,2025-06-25 06:24:21.031382,111.34,1
Reebok,Dress,White,XS,Wool,18,2022-02-25 06:24:21.031382,19.9,0
Nike,T-shirt,Black,XL,Denim,16,2023-10-03 06:24:21.031382,22.65,2
Reebok,Sweater,Black,XS,Nylon,70,2024-12-10 06:24:21.031382,82.57,5
Reebok,Jeans,Yellow,XL,Silk,154,2023-12-20 06:24:21.031382,187.54,3
Puma,Shoes,Yellow,XL,Polyester,66,2021-08-31 06:24:21.031382,91.5,1
Nike,T-shirt,White,M,Polyester,124,2022-12-29 06:24:21.031382,151.94,1
Reebok,Jeans,Red,XL,Denim,161,2025-04-23 06:24:21.031382,190.07,2
Puma,T-shirt,Red,XL,Nylon,34,2021-07-04 06:24:21.031382,45.36,2
Nike,Sweater,White,XXL,Cotton,14,2023-06-08 06:24:21.031382,20.86,0
Nike,Sweater,Red,XXL,Polyester,110,2020-09-13 06:24:21.031382,149.14,5
Nike,Jeans,Yellow,L,Wool,59,2023-02-28 06:24:21.031382,73.24,5
Reebok,Jacket,Black,XL,Wool,97,2024-10-21 06:24:21.031382,118.88,1
Reebok,Shoes,Green,XXL,Wool,40,2024-07-26 06:24:21.031382,51.98,1
Under Armour,Jacket,Black,XS,Polyester,64,2023-11-15 06:24:21.031382,70.47,4
Puma,Jacket,Red,S,Polyester,163,2025-01-10 06:24:21.031382,190.85,0
Under Armour,Jeans,Blue,XL,Denim,30,2025-05-12 06:24:21.031382,34.17,5
New Balance,Jacket,Black,XL,Polyester,107,2024-02-05 06:24:21.031382,118.21,1
Puma,Dress,Red,M,Polyester,111,2024-01-22 06:24:21.031382,153.69,2
Adidas,Dress,White,XXL,Wool,195,2022-01-17 06:24:21.031382,278.54,4
Under Armour,Sweater,Yellow,M,Denim,161,2025-05-17 06:24:21.031382,192.43,0
New Balance,Jeans,White,XS,Nylon,165,2023-11-12 06:24:21.031382,187.23,3
Nike,Jacket,Green,L,Nylon,39,2021-04-11 06:24:21.031382,56.33,1
New Balance,Dress,Blue,XXL,Polyester,171,2024-01-17 06:24:21.031382,229.46,3
Adidas,Jacket,Black,XL,Wool,125,2024-01-28 06:24:21.031382,185.51,2
Adidas,Shoes,Red,S,Denim,63,2021-05-27 06:24:21.031382,93.98,5
Adidas,T-shirt,Black,XL,Nylon,129,2021-01-15 06:24:21.031382,182.17,3
Puma,Jacket,Green,XXL,Wool,189,2024-07-14 06:24:21.031382,244.32,4
Reebok,Sweater,Blue,L,Polyester,96,2022-07-25 06:24:21.031382,118.27,0
Reebok,T-shirt,Black,XXL,Polyester,17,2025-01-26 06:24:21.031382,23.15,2
Adidas,Jeans,Green,L,Silk,115,2021-04-29 06:24:21.031382,146.04,0
Reebok,Jacket,Blue,XXL,Polyester,147,2025-04-16 06:24:21.031382,185.24,3
New Balance,Jacket,Black,S,Wool,192,2024-07-11 06:24:21.031382,211.7,5
Nike,T-shirt,Red,XS,Polyester,138,2024-10-09 06:24:21.031382,206.41,2
Reebok,Sweater,Green,XL,Cotton,93,2023-09-30 06:24:21.031382,123.91,3
Puma,Sweater,Red,XL,Silk,130,2022-02-27 06:24:21.031382,145.3,0
Adidas,Sweater,Green,M,Polyester,174,2024-03-11 06:24:21.031382,213.03,5
Under Armour,Shoes,Red,XS,Polyester,158,2024-10-25 06:24:21.031382,216.98,4
Nike,Jeans,White,S,Silk,127,2024-09-05 06:24:21.031382,179.78,2
Under Armour,T-shirt,Red,XL,Cotton,13,2021-11-04 06:24:21.031382,19.5,1
Adidas,Dress,White,XXL,Denim,136,2021-06-10 06:24:21.031382,156.74,1
New Balance,Jeans,Black,XXL,Silk,52,2022-09-21 06:24:21.031382,64.31,3
Adidas,Sweater,Black,XXL,Wool,75,2021-09-28 06:24:21.031382,108.57,1
Under Armour,Sweater,Red,L,Wool,30,2020-10-01 06:24:21.031382,36.92,0
Adidas,Jacket,Green,XS,Cotton,46,2023-08-11 06:24:21.031382,62.05,0
Adidas,Shoes,Black,L,Polyester,78,2024-11-19 06:24:21.031382,105.28,0
Adidas,Shoes,Black,XXL,Silk,122,2022-06-26 06:24:21.031382,167.86,3
Reebok,Jeans,Red,L,Nylon,185,2022-04-08 06:24:21.031382,206.49,2
New Balance,T-shirt,Green,XL,Cotton,148,2025-04-24 06:24:21.031382,174.64,1
Reebok,Sweater,Red,S,Silk,114,2023-03-04 06:24:21.031382,128.8,2
Puma,Dress,Yellow,S,Silk,101,2021-04-30 06:24:21.031382,119.86,1
Under Armour,Jacket,Red,S,Cotton,53,2024-01-09 06:24:21.031382,60.73,4
Nike,T-shirt,Green,XL,Nylon,73,2024-03-23 06:24:21.031382,80.44,3
Under Armour,T-shirt,Black,XXL,Wool,169,2024-09-06 06:24:21.031382,221.38,1
Under Armour,Shoes,Black,M,Denim,158,2025-02-07 06:24:21.031382,225.79,5
Puma,T-shirt,Blue,S,Denim,19,2021-12-04 06:24:21.031382,27.0,5
New Balance,Shoes,Red,L,Wool,198,2021-10-10 06:24:21.031382,222.48,5
Reebok,Shoes,Black,L,Polyester,101,2023-04-06 06:24:21.031382,116.63,1
Nike,Shoes,Yellow,XXL,Denim,121,2023-05-19 06:24:21.031382,174.56,0
Nike,Jacket,Black,M,Denim,173,2024-10-14 06:24:21.031382,209.7,1
Puma,Dress,White,XS,Polyester,93,2025-03-28 06:24:21.031382,130.88,2
Adidas,Sweater,White,XL,Denim,86,2022-10-08 06:24:21.031382,103.43,0
Under Armour,Jacket,Yellow,XL,Wool,28,2024-09-23 06:24:21.031382,33.04,3
Under Armour,Jacket,Black,L,Nylon,123,2020-08-25 06:24:21.031382,148.75,0
Nike,Dress,Black,S,Cotton,84,2021-06-27 06:24:21.031382,104.58,1
Under Armour,T-shirt,Green,S,Silk,181,2024-01-23 06:24:21.031382,223.84,5
Nike,Sweater,Black,M,Polyester,141,2024-02-24 06:24:21.031382,170.95,4
Reebok,Jeans,Yellow,XS,Wool,150,2021-06-24 06:24:21.031382,179.81,4
Reebok,T-shirt,Green,S,Denim,68,2024-07-16 06:24:21.031382,81.24,2
Nike,Shoes,Black,S,Silk,139,2021-09-09 06:24:21.031382,192.26,4
Puma,T-shirt,Green,L,Cotton,123,2022-04-06 06:24:21.031382,148.2,3
Under Armour,Dress,White,XXL,Cotton,138,2024-04-18 06:24:21.031382,194.14,3
New Balance,Jeans,White,S,Polyester,49,2021-05-22 06:24:21.031382,62.92,5
New Balance,Sweater,Black,XL,Polyester,34,2023-11-15 06:24:21.031382,42.75,0
Nike,Sweater,Blue,S,Denim,196,2021-10-01 06:24:21.031382,287.95,0
Puma,Sweater,White,S,Nylon,46,2022-01-28 06:24:21.031382,55.54,2
New Balance,Dress,Green,XS,Cotton,109,2022-10-17 06:24:21.031382,143.81,0
New Balance,Shoes,Yellow,XL,Wool,79,2022-08-14 06:24:21.031382,100.13,2
Reebok,Jeans,Blue,M,Denim,144,2021-04-17 06:24:21.031382,212.5,0
Under Armour,Jeans,Black,XL,Cotton,13,2024-06-10 06:24:21.031382,15.75,4
Under Armour,T-shirt,Black,M,Denim,131,2024-07-11 06:24:21.031382,171.45,2
Reebok,Shoes,Blue,XS,Cotton,178,2023-03-18 06:24:21.031382,209.17,3
Adidas,Jacket,Red,XS,Nylon,198,2022-04-14 06:24:21.031382,236.35,2
Nike,Jeans,Blue,XXL,Denim,171,2022-12-24 06:24:21.031382,205.11,0
Puma,Sweater,Yellow,XXL,Denim,38,2024-09-19 06:24:21.031382,43.44,2
Puma,Sweater,Black,L,Cotton,78,2022-01-24 06:24:21.031382,97.81,5
New Balance,Jacket,Green,XS,Denim,36,2023-05-13 06:24:21.031382,51.5,0
New Balance,Jacket,White,S,Wool,119,2021-08-03 06:24:21.031382,150.7,4
Adidas,T-shirt,Red,XL,Nylon,189,2022-04-19 06:24:21.031382,231.76,5
Puma,T-shirt,Green,M,Cotton,191,2024-12-19 06:24:21.031382,222.57,3
Puma,Dress,Blue,XL,Polyester,171,2020-12-06 06:24:21.031382,213.89,0
Under Armour,Shoes,Black,XL,Silk,145,2021-01-02 06:24:21.031382,185.32,3
Nike,Sweater,Yellow,XL,Cotton,135,2021-01-04 06:24:21.031382,152.38,3
Under Armour,Dress,Blue,XL,Wool,104,2024-04-11 06:24:21.031382,120.76,0
Reebok,Sweater,Blue,XL,Wool,82,2023-03-04 06:24:21.031382,122.79,1
New Balance,Dress,Green,XXL,Polyester,94,2025-05-04 06:24:21.031382,139.32,5
Under Armour,T-shirt,Green,XS,Cotton,145,2024-10-21 06:24:21.031382,191.14,0
Adidas,Jeans,Black,XXL,Cotton,118,2024-06-26 06:24:21.031382,163.1,0
Nike,Shoes,Green,XL,Cotton,77,2023-04-12 06:24:21.031382,112.13,0
Adidas,Jacket,Red,XL,Wool,112,2024-01-10 06:24:21.031382,143.6,5
Nike,Sweater,Black,M,Nylon,94,2022-05-10 06:24:21.031382,136.36,5
Nike,Shoes,Yellow,XL,Nylon,81,2023-11-20 06:24:21.031382,94.16,0
Nike,T-shirt,Red,XL,Polyester,93,2025-02-06 06:24:21.031382,120.19,0
Puma,T-shirt,Blue,XXL,Wool,10,2021-06-04 06:24:21.031382,13.72,2
New Balance,T-shirt,White,XL,Silk,143,2022-02-11 06:24:21.031382,185.63,2
Under Armour,Dress,Green,S,Denim,101,2022-08-25 06:24:21.031382,136.37,5
Puma,Shoes,Yellow,XXL,Polyester,117,2020-09-22 06:24:21.031382,139.84,2
New Balance,Jacket,Black,S,Nylon,168,2020-08-22 06:24:21.031382,201.78,0
Puma,T-shirt,Green,S,Silk,17,2024-08-28 06:24:21.031382,25.34,1
Under Armour,Dress,Red,XL,Polyester,159,2024-01-23 06:24:21.031382,180.15,2
Adidas,T-shirt,Blue,XS,Polyester,146,2023-04-06 06:24:21.031382,184.78,0
New Balance,Dress,Blue,S,Wool,181,2020-10-30 06:24:21.031382,236.28,5
Nike,Shoes,Green,L,Cotton,56,2024-01-18 06:24:21.031382,68.12,4
Adidas,Jeans,Black,S,Nylon,10,2023-06-21 06:24:21.031382,12.58,3
Adidas,Dress,Black,M,Nylon,114,2024-01-27 06:24:21.031382,160.54,1
New Balance,Sweater,Green,XS,Cotton,189,2024-06-21 06:24:21.031382,261.92,5
Reebok,Jacket,White,XXL,Silk,48,2024-11-10 06:24:21.031382,57.09,5
New Balance,Dress,Green,M,Silk,99,2022-03-12 06:24:21.031382,129.63,1
Puma,Jacket,Green,M,Silk,84,2024-11-16 06:24:21.031382,99.39,4
Nike,Dress,White,S,Cotton,133,2021-09-23 06:24:21.031382,153.59,4
Under Armour,Jacket,Yellow,M,Wool,97,2025-03-11 06:24:21.031382,120.16,3
Adidas,Shoes,Green,M,Wool,106,2021-02-06 06:24:21.031382,119.33,2
Reebok,Jeans,Yellow,XS,Denim,93,2023-02-26 06:24:21.031382,113.85,5
Reebok,Sweater,Red,S,Polyester,36,2023-06-12 06:24:21.031382,45.41,5
Adidas,Sweater,Green,XS,Nylon,42,2023-05-26 06:24:21.031382,55.59,5
New Balance,Sweater,Green,XL,Cotton,125,2022-06-25 06:24:21.031382,187.48,1
New Balance,Dress,Black,S,Wool,107,2024-10-20 06:24:21.031382,134.72,1
New Balance,Sweater,Green,M,Nylon,182,2023-11-18 06:24:21.031382,260.13,1
Adidas,T-shirt,White,XXL,Denim,69,2022-12-03 06:24:21.031382,98.65,3
New Balance,T-shirt,Yellow,S,Silk,67,2025-06-24 06:24:21.031382,92.59,5
Reebok,Sweater,White,XXL,Cotton,188,2024-01-02 06:24:21.031382,243.64,1
Puma,Shoes,Yellow,S,Nylon,183,2023-09-12 06:24:21.031382,214.62,3
New Balance,Sweater,Green,XL,Wool,142,2024-07-13 06:24:21.031382,160.34,4
Reebok,Dress,Yellow,XS,Silk,195,2022-06-02 06:24:21.031382,268.78,5
Reebok,Sweater,Green,S,Denim,103,2025-03-22 06:24:21.031382,113.41,2
Reebok,Jacket,White,XXL,Polyester,101,2024-02-28 06:24:21.031382,151.48,4
Puma,Shoes,Red,S,Polyester,155,2022-04-28 06:24:21.031382,192.23,4
Puma,Jeans,Yellow,XXL,Polyester,173,2024-02-10 06:24:21.031382,256.11,4
New Balance,Dress,Yellow,L,Wool,158,2023-04-24 06:24:21.031382,190.89,4
Puma,Dress,Yellow,S,Cotton,183,2022-04-30 06:24:21.031382,217.67,1
Under Armour,T-shirt,Yellow,XS,Denim,195,2021-02-22 06:24:21.031382,218.64,5
Under Armour,Dress,Green,L,Denim,129,2024-12-03 06:24:21.031382,187.69,2
Under Armour,Dress,Green,XXL,Denim,174,2021-05-04 06:24:21.031382,193.56,1
Under Armour,Jeans,Red,M,Nylon,115,2023-10-12 06:24:21.031382,139.82,0
Nike,Shoes,Green,M,Wool,14,2024-05-09 06:24:21.031382,19.19,5
Nike,Jacket,White,S,Nylon,168,2024-10-16 06:24:21.031382,246.43,0
New Balance,Jeans,Yellow,XS,Wool,119,2024-08-17 06:24:21.031382,166.49,5
Nike,Shoes,Red,S,Silk,97,2025-03-20 06:24:21.031382,142.33,5
Adidas,Shoes,Blue,M,Wool,173,2023-07-20 06:24:21.031382,194.41,4
Nike,Shoes,White,S,Polyester,83,2025-07-02 06:24:21.031382,111.16,1
New Balance,Jacket,Black,S,Cotton,193,2022-02-19 06:24:21.031382,247.56,0
Adidas,T-shirt,Red,M,Nylon,36,2024-07-20 06:24:21.031382,49.61,2
Reebok,Shoes,Black,M,Silk,128,2025-02-27 06:24:21.031382,189.1,0
Nike,Jeans,Yellow,L,Polyester,32,2020-12-13 06:24:21.031382,41.75,1
Puma,Jeans,Blue,L,Denim,108,2023-09-04 06:24:21.031382,121.93,0
New Balance,Jeans,Black,XS,Silk,100,2021-08-23 06:24:21.031382,127.24,4
Under Armour,Sweater,White,XXL,Nylon,61,2022-03-22 06:24:21.031382,79.95,4
Adidas,Sweater,Red,XXL,Wool,56,2022-09-28 06:24:21.031382,66.87,5
New Balance,Shoes,Green,XS,Cotton,71,2021-10-23 06:24:21.031382,83.08,0
Reebok,Jeans,White,M,Polyester,198,2021-06-09 06:24:21.031382,259.45,0
Nike,Dress,Black,XS,Cotton,57,2022-07-23 06:24:21.031382,77.41,0
Under Armour,T-shirt,Green,XS,Nylon,114,2021-04-25 06:24:21.031382,135.86,2
Puma,Dress,Black,L,Denim,138,2022-05-06 06:24:21.031382,160.42,4
Reebok,T-shirt,Yellow,M,Silk,148,2022-04-04 06:24:21.031382,198.94,4
New Balance,Shoes,Green,L,Cotton,151,2024-07-21 06:24:21.031382,214.74,0
Puma,T-shirt,Blue,S,Silk,81,2022-09-07 06:24:21.031382,112.33,3
Nike,Sweater,White,M,Cotton,104,2025-05-25 06:24:21.031382,139.74,1
Adidas,T-shirt,Red,XL,Nylon,16,2021-10-13 06:24:21.031382,22.87,5
Reebok,Jeans,Blue,XS,Denim,183,2024-10-10 06:24:21.031382,217.96,2
Nike,Jeans,Black,XS,Silk,168,2023-04-27 06:24:21.031382,189.42,5
Nike,Shoes,Black,M,Cotton,25,2020-12-31 06:24:21.031382,37.2,0
Adidas,Shoes,Blue,XL,Cotton,179,2025-01-18 06:24:21.031382,209.1,3
Adidas,T-shirt,Black,XXL,Nylon,176,2021-03-14 06:24:21.031382,250.32,5
Nike,Sweater,Yellow,M,Silk,63,2024-04-04 06:24:21.031382,82.94,3
Adidas,Dress,Red,XS,Cotton,181,2024-05-13 06:24:21.031382,254.62,2
Reebok,Sweater,White,XXL,Denim,92,2022-06-11 06:24:21.031382,128.49,5
Adidas,Sweater,Yellow,XS,Polyester,145,2021-02-10 06:24:21.031382,167.24,5
Reebok,Dress,Green,M,Nylon,75,2023-12-07 06:24:21.031382,84.46,5
Nike,Jeans,Red,XXL,Cotton,179,2021-10-24 06:24:21.031382,221.05,2
Under Armour,Shoes,Red,S,Nylon,76,2023-02-02 06:24:21.031382,85.95,0
Nike,Jacket,Black,L,Wool,124,2021-05-07 06:24:21.031382,166.26,4
New Balance,Sweater,White,M,Cotton,102,2023-07-21 06:24:21.031382,120.26,3
Nike,Jeans,Green,S,Polyester,88,2022-09-27 06:24:21.031382,121.92,3
Nike,T-shirt,White,XL,Denim,110,2021-08-08 06:24:21.031382,137.59,4
Reebok,Sweater,Blue,XS,Wool,169,2023-04-30 06:24:21.031382,192.5,1
Under Armour,Sweater,White,XS,Nylon,188,2021-08-20 06:24:21.031382,227.31,5
Adidas,T-shirt,Green,M,Denim,184,2024-12-31 06:24:21.031382,257.09,2
Puma,Jacket,Blue,XL,Silk,103,2024-07-31 06:24:21.031382,133.93,3
Reebok,Jacket,White,M,Silk,124,2023-06-21 06:24:21.031382,185.12,1
Nike,Dress,White,L,Nylon,171,2022-09-01 06:24:21.031382,201.36,4
New Balance,Shoes,Green,M,Silk,22,2025-04-25 06:24:21.031382,31.46,0
Nike,T-shirt,Green,XS,Silk,90,2024-07-24 06:24:21.031382,104.27,5
Puma,Jeans,Blue,XS,Polyester,76,2025-01-26 06:24:21.031382,89.4,4
Adidas,Jeans,Yellow,XXL,Wool,135,2022-10-29 06:24:21.031382,172.82,5
Under Armour,Jacket,Black,S,Cotton,148,2024-06-14 06:24:21.031382,207.49,5
New Balance,Dress,White,L,Wool,122,2022-09-02 06:24:21.031382,162.15,1
Nike,Shoes,Black,XXL,Nylon,165,2022-11-21 06:24:21.031382,182.81,5
Puma,Dress,Black,XXL,Polyester,194,2020-11-10 06:24:21.031382,238.98,3
New Balance,Jeans,Blue,XXL,Denim,130,2021-11-27 06:24:21.031382,166.6,4
New Balance,Shoes,White,S,Nylon,75,2022-02-17 06:24:21.031382,104.7,2
Nike,Shoes,White,L,Wool,98,2024-04-14 06:24:21.031382,131.71,3
Puma,Dress,Black,XS,Polyester,44,2020-12-14 06:24:21.031382,52.01,2
Adidas,Shoes,White,XXL,Polyester,13,2021-05-24 06:24:21.031382,16.42,1
Puma,Jacket,White,XXL,Wool,198,2023-02-02 06:24:21.031382,294.88,0
Nike,Jacket,Red,XXL,Denim,175,2023-10-11 06:24:21.031382,196.5,2
Reebok,Dress,Green,M,Cotton,181,2023-01-09 06:24:21.031382,248.89,0
New Balance,Jacket,Blue,XS,Denim,98,2023-07-23 06:24:21.031382,124.43,1
Adidas,Shoes,Blue,S,Denim,80,2021-05-11 06:24:21.031382,104.08,1
Puma,Jacket,Red,S,Wool,158,2021-01-14 06:24:21.031382,176.14,5
Reebok,Dress,Green,M,Polyester,144,2024-10-04 06:24:21.031382,159.0,3
Under Armour,Jacket,Black,XXL,Polyester,38,2022-08-13 06:24:21.031382,52.37,1
